@relation train
@attribute Attr1 numeric
@attribute Attr2 {'a','b'}
@attribute Attr3 {'a','b','c'}
@attribute Attr4 {'N','W'}
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 {'a','b','c'}
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute class numeric
@data
910,'b','a','W',24490,237,-51,-42,'a',3,3,0,0,0,0,0,0,1000,500,0
911,'b','b','W',34960,565,-27,2,'a',5,1,4,0,0,0,0,0,14200,7000,1
912,'a','a','W',46170,404,53,45,'a',1,1,0,0,0,0,0,0,700,700,0
913,'a','a','W',325750,1068,50,67,'a',1,0,1,0,0,0,0,0,3000,3000,0
914,'b','a','W',91510,768,-78,-69,'a',3,2,1,0,0,0,0,0,5900,5000,1
915,'a','b','W',1127430,3031,58,90,'a',1,1,0,0,0,0,0,0,300,300,0
916,'a','a','N',65800,259,-58,-49,'a',1,0,1,0,0,0,0,0,4000,4000,0
917,'b','a','W',15740,222,4,-27,'a',1,0,1,0,0,0,0,0,6000,6000,0
918,'a','a','W',32220,513,-8,-6,'a',2,1,1,0,0,0,0,0,2300,2000,0
919,'a','c','W',34900,798,-12,30,'c',0,0,0,0,0,0,0,0,0,0,0
920,'a','a','N',3520,107,-42,-32,'a',0,0,0,0,0,0,0,0,0,0,0
921,'a','b','N',34050,68,38,13,'a',0,0,0,0,0,0,0,0,0,0,0
922,'a','a','W',32550,167,17,-8,'a',9,5,4,0,0,0,0,0,13200,6000,0
923,'b','b','W',887140,3327,128,144,'b',5,3,2,0,0,0,0,0,6200,2000,1
924,'b','a','W',122850,886,-58,-52,'a',3,2,1,0,0,0,0,0,6900,6000,1
925,'a','a','N',7160,182,-13,-34,'a',0,0,0,0,0,0,0,0,0,0,0
926,'a','b','W',18820,396,-45,-28,'a',0,0,0,0,0,0,0,0,0,0,1
927,'a','a','N',9700,216,-22,-14,'a',0,0,0,0,0,0,0,0,0,0,0
928,'a','b','N',18800,67,-51,-23,'a',0,0,0,0,0,0,0,0,0,0,0
929,'b','c','W',974430,1828,20,20,'a',2,1,0,1,0,0,0,0,20600,20000,0
930,'b','a','N',4380,134,-60,-31,'a',0,0,0,0,0,0,0,0,0,0,0
931,'b','a','W',525630,734,-54,-48,'a',1,1,0,0,0,0,0,0,200,200,0
932,'a','a','W',42860,588,24,5,'a',0,0,0,0,0,0,0,0,0,0,0
933,'a','a','N',15590,82,-59,-48,'a',0,0,0,0,0,0,0,0,0,0,0
934,'b','b','N',11330,204,9,-46,'b',0,0,0,0,0,0,0,0,0,0,0
935,'a','b','W',722590,2125,-17,30,'a',2,0,2,0,0,0,0,0,5000,4000,0
936,'a','a','W',73930,94,-55,-76,'a',1,0,1,0,0,0,0,0,1000,1000,0
937,'b','a','W',557510,1946,5,8,'a',3,2,1,0,0,0,0,0,5800,5000,1
938,'a','b','N',13120,19,-73,-81,'a',0,0,0,0,0,0,0,0,0,0,0
939,'b','a','W',65490,735,60,72,'a',3,0,2,1,0,0,0,0,72000,60000,0
940,'a','b','N',11400,50,14,0,'b',0,0,0,0,0,0,0,0,0,0,0
941,'b','a','W',12030,308,-16,-26,'a',0,0,0,0,0,0,0,0,0,0,0
942,'a','b','N',8110,29,-33,-28,'a',0,0,0,0,0,0,0,0,0,0,0
943,'b','a','W',10530,177,-67,-60,'a',0,0,0,0,0,0,0,0,0,0,0
944,'b','a','W',53700,573,87,16,'a',0,0,0,0,0,0,0,0,0,0,0
945,'a','a','N',2720,23,-34,-42,'a',0,0,0,0,0,0,0,0,0,0,0
946,'a','a','W',60100,94,-43,-52,'a',2,2,0,0,0,0,0,0,1000,800,0
947,'a','b','W',73180,488,11,20,'a',5,3,2,0,0,0,0,0,9600,6000,0
948,'b','b','W',2129020,3722,161,91,'b',2,1,0,1,0,0,0,0,20600,20000,0
949,'a','a','W',30000,631,-9,17,'a',2,1,1,0,0,0,0,0,8300,8000,0
950,'a','a','W',36600,341,20,37,'a',3,0,3,0,0,0,0,0,13000,7000,0
951,'a','b','W',22990,395,-8,-12,'a',0,0,0,0,0,0,0,0,0,0,0
952,'b','a','W',34120,519,14,5,'a',1,1,0,0,0,0,0,0,400,400,0
953,'a','a','N',3510,27,-22,-35,'a',0,0,0,0,0,0,0,0,0,0,0
954,'b','a','N',8520,254,-32,2,'a',0,0,0,0,0,0,0,0,0,0,0
955,'a','a','W',30750,508,-4,-21,'a',0,0,0,0,0,0,0,0,0,0,0
956,'b','a','W',54980,544,66,24,'a',2,1,1,0,0,0,0,0,1400,1000,0
957,'a','b','W',26120,341,62,39,'a',1,1,0,0,0,0,0,0,400,400,0
958,'a','a','N',3650,41,-44,-46,'a',1,0,1,0,0,0,0,0,4000,4000,0
959,'a','a','W',1256570,3289,86,88,'a',3,2,1,0,0,0,0,0,6200,5000,0
960,'a','b','W',20760,326,-32,-49,'a',0,0,0,0,0,0,0,0,0,0,0
961,'a','a','N',2970,50,-95,-87,'a',0,0,0,0,0,0,0,0,0,0,0
962,'b','a','N',2940,123,-72,-68,'a',0,0,0,0,0,0,0,0,0,0,0
963,'a','a','N',3580,84,-49,-50,'a',0,0,0,0,0,0,0,0,0,0,0
964,'a','a','W',16430,213,-27,-47,'a',1,0,1,0,0,0,0,0,6000,6000,0
965,'b','b','W',27900,598,-45,-18,'a',1,1,0,0,0,0,0,0,300,300,0
966,'a','b','N',56120,222,100,89,'a',1,0,1,0,0,0,0,0,5000,5000,0
967,'a','a','N',2510,17,-16,-58,'a',0,0,0,0,0,0,0,0,0,0,0
968,'a','a','N',4230,48,-92,-85,'a',0,0,0,0,0,0,0,0,0,0,0
969,'a','b','N',14670,44,23,10,'a',0,0,0,0,0,0,0,0,0,0,0
970,'b','b','W',45470,573,64,65,'a',8,5,2,1,0,0,0,0,33600,20000,0
971,'a','a','W',94190,2191,161,117,'a',5,2,1,2,0,0,0,0,116500,90000,0
972,'a','b','W',21860,196,-16,-60,'a',0,0,0,0,0,0,0,0,0,0,0
973,'a','a','W',63760,195,-73,-65,'a',0,0,0,0,0,0,0,0,0,0,0
974,'b','b','W',31630,577,-37,-21,'a',0,0,0,0,0,0,0,0,0,0,0
975,'a','a','W',261010,1352,-38,-19,'a',2,1,1,0,0,0,0,0,3700,3000,1
976,'a','a','W',15170,414,-56,-54,'a',0,0,0,0,0,0,0,0,0,0,0
977,'b','b','W',47470,466,88,14,'a',0,0,0,0,0,0,0,0,0,0,0
978,'b','a','W',71660,532,-78,-74,'a',2,1,1,0,0,0,0,0,2800,2000,0
979,'b','c','W',87250,1048,93,51,'b',1,1,0,0,0,0,0,0,500,500,0
980,'a','a','N',25510,60,-75,-60,'a',0,0,0,0,0,0,0,0,0,0,0
981,'a','a','W',28350,467,-19,-15,'a',0,0,0,0,0,0,0,0,0,0,0
982,'a','c','N',33530,747,338,215,'c',1,0,1,0,0,0,0,0,1000,1000,0
983,'a','a','W',951410,1332,98,-7,'a',0,0,0,0,0,0,0,0,0,0,0
984,'a','a','N',1070,10,-64,-75,'a',0,0,0,0,0,0,0,0,0,0,0
985,'b','b','W',69390,1107,104,16,'b',2,1,1,0,0,0,0,0,3700,3000,0
986,'b','a','W',38180,322,-6,0,'a',3,1,2,0,0,0,0,0,11500,8000,1
987,'a','a','N',46380,133,6,-16,'a',1,0,1,0,0,0,0,0,5000,5000,0
988,'b','b','N',25390,861,176,182,'b',0,0,0,0,0,0,0,0,0,0,0
989,'a','a','W',2052510,3635,55,46,'a',1,1,0,0,0,0,0,0,800,800,0
990,'b','b','W',754760,2218,30,15,'a',2,1,1,0,0,0,0,0,3200,3000,1
991,'a','a','W',8160,148,-51,-57,'a',1,1,0,0,0,0,0,0,300,300,0
992,'a','b','W',25480,429,-14,2,'a',0,0,0,0,0,0,0,0,0,0,0
993,'b','b','W',31160,1133,-7,23,'b',1,0,1,0,0,0,0,0,5000,5000,0
994,'a','b','W',1049580,1807,31,21,'a',0,0,0,0,0,0,0,0,0,0,0
995,'a','a','N',3610,154,-67,-55,'a',0,0,0,0,0,0,0,0,0,0,0
996,'a','a','N',8050,30,-81,-78,'a',0,0,0,0,0,0,0,0,0,0,0
997,'b','a','W',15770,549,-26,-12,'a',0,0,0,0,0,0,0,0,0,0,0
998,'a','b','N',6790,67,34,50,'a',0,0,0,0,0,0,0,0,0,0,0
999,'b','b','W',41230,487,152,70,'a',1,1,0,0,0,0,0,0,400,400,0
1000,'b','a','W',536260,1733,2,-4,'a',2,0,1,1,0,0,0,0,74000,70000,0
1001,'a','b','W',22820,311,-25,-51,'a',0,0,0,0,0,0,0,0,0,0,0
1002,'a','b','W',24360,444,-20,-31,'a',0,0,0,0,0,0,0,0,0,0,0
1003,'a','a','W',641120,1571,-17,6,'a',1,1,0,0,0,0,0,0,800,800,0
1004,'a','b','W',60910,882,55,62,'a',2,0,1,0,1,0,0,0,303000,3e+05,0
1005,'b','b','W',26880,317,6,-22,'a',0,0,0,0,0,0,0,0,0,0,0
1006,'b','a','W',9140,335,-69,-25,'a',0,0,0,0,0,0,0,0,0,0,0
1007,'b','a','W',151210,1727,-18,-12,'a',4,1,2,1,0,0,0,0,31800,20000,0
1008,'a','b','W',582700,1232,-32,-28,'a',1,0,1,0,0,0,0,0,7000,7000,0
1009,'a','c','W',60300,575,52,-7,'c',0,0,0,0,0,0,0,0,0,0,0
1010,'b','b','W',63390,1039,188,179,'a',1,0,1,0,0,0,0,0,7000,7000,0
1011,'b','a','W',51660,626,19,29,'a',1,1,0,0,0,0,0,0,500,500,0
1012,'a','b','W',24690,565,56,42,'a',0,0,0,0,0,0,0,0,0,0,0
1013,'a','a','W',172120,537,-35,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1014,'a','a','W',48600,562,64,12,'a',0,0,0,0,0,0,0,0,0,0,0
1015,'a','a','N',3180,11,4,-72,'a',0,0,0,0,0,0,0,0,0,0,0
1016,'a','a','W',49430,434,1,9,'a',2,2,0,0,0,0,0,0,1500,800,0
1017,'b','b','W',55570,560,54,-6,'a',2,1,1,0,0,0,0,0,3100,3000,0
1018,'a','a','N',2430,19,-24,-52,'a',0,0,0,0,0,0,0,0,0,0,0
1019,'a','b','N',29720,482,287,195,'a',0,0,0,0,0,0,0,0,0,0,0
1020,'a','b','W',8260,343,-39,2,'b',0,0,0,0,0,0,0,0,0,0,0
1021,'b','a','W',17120,332,-37,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1022,'a','a','N',9030,342,-14,-8,'a',1,0,0,1,0,0,0,0,80000,80000,0
1023,'a','a','W',498400,1647,-4,-8,'a',1,1,0,0,0,0,0,0,300,300,0
1024,'b','a','W',37620,520,8,-6,'a',0,0,0,0,0,0,0,0,0,0,0
1025,'a','a','N',10850,131,55,49,'a',0,0,0,0,0,0,0,0,0,0,0
1026,'a','a','N',4410,76,-23,53,'a',0,0,0,0,0,0,0,0,0,0,0
1027,'b','a','W',27740,443,81,41,'a',0,0,0,0,0,0,0,0,0,0,0
1028,'b','b','W',74960,1471,124,60,'b',1,0,0,1,0,0,0,0,10000,10000,0
1029,'a','b','W',54900,426,120,-15,'a',0,0,0,0,0,0,0,0,0,0,0
1030,'a','a','N',6320,32,11,-38,'a',1,0,1,0,0,0,0,0,4000,4000,0
1031,'a','a','N',8180,273,-28,12,'a',0,0,0,0,0,0,0,0,0,0,0
1032,'b','a','W',34020,858,60,38,'a',0,0,0,0,0,0,0,0,0,0,0
1033,'a','a','W',25200,318,-20,-40,'a',1,0,1,0,0,0,0,0,1000,1000,1
1034,'a','b','W',7920,178,-53,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1035,'a','a','N',4580,100,-64,-59,'a',0,0,0,0,0,0,0,0,0,0,0
1036,'b','a','N',4140,111,-59,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1037,'a','a','N',2740,17,0,-58,'a',0,0,0,0,0,0,0,0,0,0,0
1038,'b','a','W',24100,392,-31,-29,'a',0,0,0,0,0,0,0,0,0,0,0
1039,'a','b','W',46080,942,146,87,'a',0,0,0,0,0,0,0,0,0,0,0
1040,'a','c','W',63410,767,57,21,'c',1,1,0,0,0,0,0,0,600,600,0
1041,'a','a','N',6980,85,0,-49,'a',0,0,0,0,0,0,0,0,0,0,0
1042,'b','a','W',54050,373,-14,-31,'a',3,1,2,0,0,0,0,0,9400,6000,0
1043,'a','a','N',7290,185,-20,0,'a',0,0,0,0,0,0,0,0,0,0,1
1044,'a','a','N',4200,74,54,85,'a',0,0,0,0,0,0,0,0,0,0,0
1045,'b','b','W',9090,511,-51,4,'a',0,0,0,0,0,0,0,0,0,0,0
1046,'b','b','N',35370,656,41,5,'c',1,1,0,0,0,0,0,0,200,200,0
1047,'a','b','N',9450,325,0,3,'a',0,0,0,0,0,0,0,0,0,0,0
1048,'b','b','W',49030,1026,71,34,'a',0,0,0,0,0,0,0,0,0,0,0
1049,'b','b','W',12220,465,-78,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1050,'b','b','W',12850,193,-51,-60,'a',0,0,0,0,0,0,0,0,0,0,0
1051,'b','a','W',649840,2256,6,17,'a',3,1,2,0,0,0,0,0,8400,7000,1
1052,'b','b','W',21760,391,-25,-11,'a',1,0,1,0,0,0,0,0,1000,1000,0
1053,'b','b','W',109110,417,6,-54,'a',2,2,0,0,0,0,0,0,1300,800,0
1054,'b','a','W',45670,382,26,5,'a',5,1,4,0,0,0,0,0,10800,5000,1
1055,'a','a','N',28020,51,12,-14,'a',0,0,0,0,0,0,0,0,0,0,0
1056,'b','b','W',1446770,1471,13,5,'a',0,0,0,0,0,0,0,0,0,0,0
1057,'a','a','W',21060,106,-61,-82,'a',0,0,0,0,0,0,0,0,0,0,0
1058,'a','a','W',17050,404,-2,-30,'a',1,1,0,0,0,0,0,0,700,700,0
1059,'a','a','N',39660,86,80,87,'a',0,0,0,0,0,0,0,0,0,0,0
1060,'a','a','W',16130,322,2,2,'a',0,0,0,0,0,0,0,0,0,0,0
1061,'a','a','W',125340,292,35,62,'a',0,0,0,0,0,0,0,0,0,0,0
1062,'a','b','W',229690,485,45,0,'a',4,3,1,0,0,0,0,0,2500,1000,0
1063,'a','b','W',45560,591,79,33,'a',0,0,0,0,0,0,0,0,0,0,0
1064,'a','a','W',1138340,2106,-20,-20,'a',2,0,2,0,0,0,0,0,11000,9000,0
1065,'b','a','W',40200,334,45,59,'a',1,1,0,0,0,0,0,0,900,900,1
1066,'a','a','N',4870,39,-15,-71,'a',1,0,1,0,0,0,0,0,6000,6000,0
1067,'a','b','N',4120,67,-40,-59,'a',0,0,0,0,0,0,0,0,0,0,0
1068,'a','a','N',37360,171,-21,0,'a',1,0,1,0,0,0,0,0,4000,4000,0
1069,'a','a','N',2540,19,12,-52,'a',0,0,0,0,0,0,0,0,0,0,0
1070,'a','b','W',943300,987,-23,-30,'a',2,1,1,0,0,0,0,0,1400,1000,0
1071,'a','a','W',790830,1434,5,-4,'a',2,0,1,1,0,0,0,0,13000,10000,0
1072,'a','a','W',1371400,3040,91,63,'a',1,1,0,0,0,0,0,0,300,300,0
1073,'b','a','W',31770,231,2,-3,'a',3,1,2,0,0,0,0,0,10400,8000,0
1074,'b','b','W',393140,1685,-2,2,'a',3,2,1,0,0,0,0,0,5200,4000,0
1075,'a','a','N',1190,9,-45,-78,'a',0,0,0,0,0,0,0,0,0,0,0
1076,'a','c','W',51740,847,28,33,'c',1,1,0,0,0,0,0,0,200,200,0
1077,'a','a','N',9470,79,-81,-84,'a',1,0,1,0,0,0,0,0,2000,2000,0
1078,'a','a','N',7570,69,69,67,'a',1,0,1,0,0,0,0,0,5000,5000,1
1079,'a','b','N',13080,42,14,5,'a',0,0,0,0,0,0,0,0,0,0,0
1080,'b','a','W',65350,1081,18,33,'a',0,0,0,0,0,0,0,0,0,0,0
1081,'b','b','W',20160,688,-40,-25,'b',0,0,0,0,0,0,0,0,0,0,0
1082,'b','a','W',13960,293,-12,12,'a',1,0,0,1,0,0,0,0,30000,30000,0
1083,'b','a','N',15610,246,25,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1084,'a','b','W',34170,610,19,23,'a',1,1,0,0,0,0,0,0,500,500,0
1085,'b','a','W',91420,774,-61,-49,'a',4,1,3,0,0,0,0,0,12700,9000,1
1086,'a','a','W',55530,438,-8,18,'a',1,0,1,0,0,0,0,0,2000,2000,0
1087,'a','a','W',93120,1238,-32,-38,'a',1,0,1,0,0,0,0,0,2000,2000,0
1088,'a','a','N',42950,172,-76,-61,'a',1,0,1,0,0,0,0,0,6000,6000,0
1089,'b','b','W',59300,690,53,70,'a',6,1,5,0,0,0,0,0,25700,8000,0
1090,'a','a','N',6660,274,-29,-15,'a',0,0,0,0,0,0,0,0,0,0,0
1091,'a','a','W',320150,1012,-58,-42,'a',2,0,2,0,0,0,0,0,5000,3000,0
1092,'a','b','N',94110,314,-76,-58,'a',0,0,0,0,0,0,0,0,0,0,0
1093,'a','b','W',309010,983,15,38,'b',2,1,1,0,0,0,0,0,1800,1000,0
1094,'a','b','W',67200,945,102,76,'a',2,0,1,1,0,0,0,0,12000,10000,0
1095,'a','b','W',147570,259,-30,-31,'a',3,2,1,0,0,0,0,0,2000,1000,0
1096,'a','a','W',269070,767,-1,4,'a',2,2,0,0,0,0,0,0,800,400,0
1097,'a','b','W',65790,822,107,64,'a',1,0,1,0,0,0,0,0,7000,7000,0
1098,'b','a','N',9640,130,-16,-42,'a',1,0,1,0,0,0,0,0,5000,5000,0
1099,'a','b','N',8670,151,-25,-58,'a',0,0,0,0,0,0,0,0,0,0,0
1100,'a','a','N',18890,386,102,19,'a',1,1,0,0,0,0,0,0,400,400,0
1101,'a','a','N',5470,237,-56,-5,'a',0,0,0,0,0,0,0,0,0,0,0
1102,'a','b','W',20160,243,-47,-36,'a',2,1,1,0,0,0,0,0,2700,2000,1
1103,'a','a','W',56650,693,64,23,'a',1,0,0,1,0,0,0,0,10000,10000,0
1104,'a','a','W',250030,687,-8,-5,'a',0,0,0,0,0,0,0,0,0,0,0
1105,'a','a','N',414700,900,69,63,'a',0,0,0,0,0,0,0,0,0,0,0
1106,'a','a','W',32130,427,18,13,'a',0,0,0,0,0,0,0,0,0,0,0
1107,'a','b','W',511560,2205,-9,-10,'a',5,2,3,0,0,0,0,0,9700,5000,0
1108,'a','b','W',42470,326,26,42,'a',2,2,0,0,0,0,0,0,1200,700,0
1109,'b','a','W',36870,579,163,119,'a',1,0,1,0,0,0,0,0,5000,5000,0
1110,'b','b','W',30730,890,5,14,'b',0,0,0,0,0,0,0,0,0,0,0
1111,'a','b','W',35450,567,6,8,'a',2,2,0,0,0,0,0,0,600,500,1
1112,'a','b','W',52200,828,95,27,'a',1,0,0,1,0,0,0,0,10000,10000,0
1113,'a','a','W',37580,574,33,23,'a',0,0,0,0,0,0,0,0,0,0,0
1114,'a','b','N',11730,336,34,13,'a',0,0,0,0,0,0,0,0,0,0,0
1115,'a','a','N',28820,171,-23,40,'a',1,0,1,0,0,0,0,0,3000,3000,0
1116,'a','b','W',31800,769,295,313,'b',0,0,0,0,0,0,0,0,0,0,1
1117,'a','b','W',32660,290,31,-42,'a',0,0,0,0,0,0,0,0,0,0,0
1118,'a','a','W',53390,432,-7,15,'a',2,1,1,0,0,0,0,0,3200,3000,0
1119,'a','a','N',4290,45,41,12,'a',0,0,0,0,0,0,0,0,0,0,0
1120,'b','a','N',13160,271,58,61,'a',0,0,0,0,0,0,0,0,0,0,0
1121,'b','a','W',609620,2344,11,-22,'a',2,2,0,0,0,0,0,0,900,500,1
1122,'a','b','N',4560,112,-63,-54,'a',0,0,0,0,0,0,0,0,0,0,0
1123,'a','a','W',1988970,3697,78,57,'a',0,0,0,0,0,0,0,0,0,0,0
1124,'b','b','W',41300,336,64,-17,'a',1,0,1,0,0,0,0,0,4000,4000,0
1125,'a','a','W',17180,310,-50,-47,'a',0,0,0,0,0,0,0,0,0,0,0
1126,'a','a','W',45080,468,3,-6,'a',3,2,1,0,0,0,0,0,2000,1000,0
1127,'b','b','W',43900,853,24,48,'a',1,0,0,1,0,0,0,0,80000,80000,0
1128,'a','b','W',37440,686,7,-35,'a',0,0,0,0,0,0,0,0,0,0,0
1129,'b','a','N',12650,214,52,27,'a',0,0,0,0,0,0,0,0,0,0,0
1130,'a','a','W',38530,952,21,81,'a',0,0,0,0,0,0,0,0,0,0,0
1131,'b','b','N',13330,443,29,26,'a',0,0,0,0,0,0,0,0,0,0,0
1132,'a','a','N',3890,46,81,15,'a',0,0,0,0,0,0,0,0,0,0,0
1133,'b','a','W',54920,801,102,70,'a',1,1,0,0,0,0,0,0,200,200,0
1134,'a','b','W',36410,519,46,4,'a',0,0,0,0,0,0,0,0,0,0,0
1135,'a','a','N',10040,216,7,-33,'a',0,0,0,0,0,0,0,0,0,0,0
1136,'a','a','N',72250,339,-70,-65,'a',0,0,0,0,0,0,0,0,0,0,0
1137,'a','b','W',20720,284,13,-11,'a',0,0,0,0,0,0,0,0,0,0,0
1138,'a','a','W',41410,630,38,29,'a',0,0,0,0,0,0,0,0,0,0,0
1139,'b','a','W',32310,465,31,16,'a',0,0,0,0,0,0,0,0,0,0,0
1140,'a','b','W',24840,609,92,87,'b',0,0,0,0,0,0,0,0,0,0,0
1141,'b','a','W',39660,325,42,54,'a',5,2,2,1,0,0,0,0,34000,30000,0
1142,'a','a','W',101040,213,11,11,'a',2,1,1,0,0,0,0,0,1700,1000,0
1143,'a','a','N',18330,91,-57,-43,'a',1,0,1,0,0,0,0,0,4000,4000,0
1144,'b','a','W',12950,428,-38,-31,'a',0,0,0,0,0,0,0,0,0,0,0
1145,'b','b','W',22450,568,47,29,'b',0,0,0,0,0,0,0,0,0,0,0
1146,'a','b','W',21000,523,-61,-44,'b',1,0,1,0,0,0,0,0,8000,8000,0
1147,'a','a','N',4490,35,-78,-73,'a',0,0,0,0,0,0,0,0,0,0,0
1148,'b','a','N',155980,742,65,24,'a',1,0,0,1,0,0,0,0,20000,20000,0
1149,'b','b','W',1367690,2902,0,90,'a',4,2,1,1,0,0,0,0,25400,20000,0
1150,'a','b','N',19030,46,20,0,'a',1,0,1,0,0,0,0,0,9000,9000,0
1151,'a','a','W',20380,338,-24,-22,'a',1,1,0,0,0,0,0,0,200,200,0
1152,'a','a','W',23170,348,-18,-25,'a',0,0,0,0,0,0,0,0,0,0,0
1153,'a','b','N',7990,20,-34,-50,'a',0,0,0,0,0,0,0,0,0,0,0
1154,'a','b','W',328050,707,51,0,'a',1,1,0,0,0,0,0,0,200,200,0
1155,'a','a','N',11710,70,-72,-47,'a',1,0,1,0,0,0,0,0,4000,4000,0
1156,'b','a','W',507230,2116,-21,-40,'a',1,0,1,0,0,0,0,0,3000,3000,0
1157,'a','a','N',11390,89,47,94,'a',1,1,0,0,0,0,0,0,300,300,0
1158,'a','b','N',22890,81,-63,-58,'a',0,0,0,0,0,0,0,0,0,0,0
1159,'b','b','W',1355970,2326,-7,-12,'a',0,0,0,0,0,0,0,0,0,0,0
1160,'b','b','W',23050,428,-19,-32,'b',0,0,0,0,0,0,0,0,0,0,0
1161,'b','b','W',17290,278,-30,-39,'b',1,0,1,0,0,0,0,0,4000,4000,0
1162,'a','a','W',10320,311,-65,-38,'a',0,0,0,0,0,0,0,0,0,0,0
1163,'a','b','N',5250,66,-49,36,'a',0,0,0,0,0,0,0,0,0,0,0
1164,'a','a','N',5480,223,-21,27,'a',0,0,0,0,0,0,0,0,0,0,0
1165,'a','b','W',107250,168,43,-8,'a',0,0,0,0,0,0,0,0,0,0,0
1166,'a','b','N',5420,163,-46,-29,'a',0,0,0,0,0,0,0,0,0,0,0
1167,'a','b','N',10520,72,46,1,'a',1,0,1,0,0,0,0,0,5000,5000,0
1168,'a','a','W',182210,1766,63,63,'a',6,1,5,0,0,0,0,0,17800,7000,0
1169,'a','a','N',4310,29,15,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1170,'b','a','W',25090,383,78,30,'a',0,0,0,0,0,0,0,0,0,0,0
1171,'b','a','W',151660,900,-25,-33,'a',7,2,3,2,0,0,0,0,67700,30000,0
1172,'a','a','N',53250,140,-19,-31,'a',0,0,0,0,0,0,0,0,0,0,0
1173,'a','a','W',395110,1043,46,40,'a',3,0,3,0,0,0,0,0,6000,2000,0
1174,'a','a','N',6860,282,-45,13,'a',0,0,0,0,0,0,0,0,0,0,0
1175,'b','a','W',16170,414,-37,6,'a',0,0,0,0,0,0,0,0,0,0,0
1176,'b','b','W',49420,819,-2,12,'a',0,0,0,0,0,0,0,0,0,0,0
1177,'a','a','W',44080,339,-22,11,'a',2,1,1,0,0,0,0,0,3700,3000,0
1178,'a','a','W',1260100,2519,-12,-5,'a',1,1,0,0,0,0,0,0,600,600,0
1179,'b','a','W',22460,732,69,89,'a',1,1,0,0,0,0,0,0,400,400,0
1180,'a','a','W',15460,208,-50,-51,'a',1,0,1,0,0,0,0,0,4000,4000,0
1181,'b','b','W',23260,746,27,48,'b',0,0,0,0,0,0,0,0,0,0,0
1182,'a','b','N',4930,109,-59,-31,'a',1,0,1,0,0,0,0,0,5000,5000,0
1183,'b','b','W',75890,1742,315,245,'b',1,0,1,0,0,0,0,0,1000,1000,0
1184,'a','a','W',27540,291,28,-24,'a',0,0,0,0,0,0,0,0,0,0,0
1185,'a','b','N',24550,62,44,23,'a',0,0,0,0,0,0,0,0,0,0,0
1186,'b','b','N',10370,134,-44,-6,'a',3,1,2,0,0,0,0,0,6300,4000,1
1187,'a','b','N',14970,409,39,69,'a',0,0,0,0,0,0,0,0,0,0,0
1188,'a','b','N',40820,78,87,95,'a',0,0,0,0,0,0,0,0,0,0,0
1189,'b','a','W',185910,2451,8,24,'a',8,4,4,0,0,0,0,0,11300,4000,0
1190,'a','a','W',49480,579,42,6,'a',0,0,0,0,0,0,0,0,0,0,0
1191,'a','a','W',19910,568,-42,-3,'a',0,0,0,0,0,0,0,0,0,0,0
1192,'a','b','N',48440,76,86,11,'a',0,0,0,0,0,0,0,0,0,0,0
1193,'a','b','W',42930,341,54,-11,'a',5,2,3,0,0,0,0,0,6200,3000,0
1194,'a','b','W',239660,501,60,3,'a',1,0,1,0,0,0,0,0,8000,8000,0
1195,'a','a','N',3100,184,-72,-47,'a',0,0,0,0,0,0,0,0,0,0,0
1196,'a','a','N',5180,73,-74,-51,'a',1,1,0,0,0,0,0,0,400,400,0
1197,'b','a','W',372470,1848,-35,-22,'a',3,0,2,1,0,0,0,0,70000,60000,1
1198,'a','b','W',273200,2387,89,71,'a',2,1,1,0,0,0,0,0,3400,3000,0
1199,'a','b','N',195510,321,-61,-57,'a',1,0,1,0,0,0,0,0,6000,6000,0
1200,'b','a','W',94740,732,-79,-73,'a',3,2,0,1,0,0,0,0,21000,20000,0
1201,'a','a','N',16210,44,-37,-6,'a',1,0,1,0,0,0,0,0,9000,9000,0
1202,'a','b','N',1860,33,-78,-30,'a',1,0,1,0,0,0,0,0,4000,4000,1
1203,'a','a','N',1180,14,-57,-65,'a',0,0,0,0,0,0,0,0,0,0,0
1204,'a','a','N',5840,102,-17,-39,'a',0,0,0,0,0,0,0,0,0,0,0
1205,'b','a','W',70450,1244,145,58,'a',0,0,0,0,0,0,0,0,0,0,0
1206,'b','b','W',16680,586,-59,-49,'a',1,1,0,0,0,0,0,0,100,100,0
1207,'a','a','N',560,7,-84,-82,'a',0,0,0,0,0,0,0,0,0,0,0
1208,'a','b','N',6550,163,-33,-29,'a',0,0,0,0,0,0,0,0,0,0,0
1209,'b','a','W',134890,1411,-10,9,'a',1,0,1,0,0,0,0,0,6000,6000,1
